productId,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10
EF0130,EF0135,EF0133,EE7497,F36225,F36481,B43814,EE6814,EF1060,F97210,EE6807
B44889,F34882,DB1763,B44849,CK9714,S80662,CL7429,CL7430,CK9720,F35281,EE8502
CQ2044,CQ2042,AQ1141,CQ2333,EE5603,EE5602,CQ2332,EF5925,EG9053,B37942,B41939
B37538,DB2707,G27341,CG6193,DB3259,BD7475,DB3258,B37983,CG6091,CG6228,EF4935
EF0135,EF0133,EF0130,EE7497,CL7417,EE6893,EE6894,B42315,B42314,F36225,F36481
AQ1141,CQ2044,CQ2042,CQ2333,EE5603,EE5602,CQ2332,EF5925,EG9053,EG9824,EF6058
CG6270,BD8017,BD8024,BD8007,EE5177,EE5182,EE5175,EE5179,EE5181,AH2430,AQ1119
EF1037,EF1036,F36424,F36993,EE7686,F36431,EH0025,F36225,F36481,EH0021,F34611
FV3914,FV3918,FV3743,EF5985,EE5566,EE5565,EE5567,EF5925,EG9053,FV4631,EE5357
B28041,B37995,B41719,EE4678,EE7155,EE6743,B38003,AQ1022,EF2102,EF9237,AQ0919
B37534,AQ1210,B37530,B37528,B96511,B28123,AQ1136,B37657,CQ2039,BD7791,B37090
EF1899,EF0695,EF8858,EE4519,EE4504,EE4505,EG6920,EE5089,EE4709,G27341,CG6193
EE5615,EE5614,CQ2330,CQ2333,EE5603,EE5602,CQ2332,EE6108,CQ1968,EE7068,EE5933
CQ2035,CQ2034,CQ2896,EE4553,F34311,CG6130,EE4445,EE4446,EE4444,B37719,B37681
EF4458,EF4457,B37983,EE5177,EE5182,EE5175,EE5179,EE5181,B37919,F97209,F97208
CQ2530,B37983,CG6021,CG6037,CG6025,CG6040,EE4945,EE4946,BD7597,BD7810,BD7809
EE8219,EE8220,EE8218,EE8134,EE8136,EE8138,EE8137,EG3148,B44732,DB0594,B44736
EE5177,EE5182,EE5175,EE5179,EE5181,BD8024,BD8007,EE5086,EE5083,EE5108,D96635
AW4212,AW4209,F35769,F35130,B44619,EE8325,F34751,EE7899,B96223,B96218,CG6732
CG6021,CG6037,CG6025,CG6040,BD7597,BD7810,BD7809,EE4949,EE4950,EE4958,B37973
EE5177,EE5182,EE5175,EE5179,EE5181,BD8024,BD8007,EE5086,EE5083,EE5108,D96635
CG6142,CG6131,F34311,CG6130,B37719,B37681,B37720,EE4552,EE4553,AQ0863,B37736
EE5917,EE5915,EE5883,EE5907,EE5906,EE5855,EE6255,EE6254,EH1294,EG1686,CQ1971
EE5566,EE5567,EE5565,EE6329,EE5562,G27707,B41671,G27706,EE5357,G27727,G27720
DA8966,CG3527,B75665,B75667,DA8964,BB7218,BB7219,G26947,G26944,G27401,EF0708
EE4679,B28166,B28164,B28163,B37068,EE7155,EE6743,EE7046,EE7045,EE4682,B28156
F34751,EE7899,F34739,F36629,DB0156,F34469,EE7801,F35769,AW4212,AW4209,F35130
EE4682,EE7155,EE6743,EE4679,EE7046,EE7045,EE5089,B28166,B28164,B28163,B37068
F36389,AC7556,G25848,EG1069,G25878,G25877,G28329,DA8964,BB7566,AC7104,EG1073
CL7429,CL7430,CK9720,CL7425,CK9447,CL7427,CK9445,CL7426,F34485,CL7428,EE8076
CG3527,DA8966,CP9514,B75665,B75667,BB7218,BB7219,BB6280,DA8964,DB3389,DB3390
EF3539,EF3533,EF3531,G27727,G27720,G27721,CG6537,G27707,B41671,G27706,EH0173
CK9728,CL7346,CL7344,CL7345,CL7342,CL7338,CL7365,CL7364,CM4826,CM4827,CM4828
BB7218,BB7219,DB3389,DB3390,G26947,G26944,G27401,EF0708,EF1416,EF1581,G27403
BB2270,S82260,AQ0919,EE5177,EE5182,EE5175,EE5179,EE5181,BB2042,B37651,FV3631
BB7235,BB7231,DB3401,DB3405,BB7236,EE4614,AC8122,CL7417,EF0822,EF0820,G28331
BB7235,BB7231,DB3401,DB3405,BB7236,EE4614,AC8122,CL7417,EF0822,EF0820,G28331
BB7218,BB7219,DB3389,DB3390,G26947,G26944,G27401,EF0708,EF1416,EF1581,G27403
CL4155,CL4154,CL4156,CM4978,CM4981,CM4979,CL7342,CM4816,CL7338,CL7361,CL7359
EE5875,EE5846,EE5847,EE5876,AQ1220,B37990,EE8969,EE8970,B41529,EE5837,EE8972
EE5304,EE5303,EG5947,F97209,F97208,DA8839,EE3656,BD7597,BD7810,BD7809,B37919
EE4938,EE4937,EE4935,EE4945,EE4946,BD7597,BD7810,BD7809,B37919,B37959,B37955
EE5177,EE5182,EE5175,EE5179,EE5181,BD8024,BD8007,EE5086,EE5083,EE5108,D96635
BZ0632,DA8839,B37364,B96508,EE5668,B37469,CQ1108,CQ1114,EE6151,CQ2333,EE5603
CM4548,CM4550,CM4549,CM4547,CM4551,CM6625,CM6626,CM6627,CJ8089,CJ8088,CJ8087
CL9934,CL9924,CL9926,CL9923,CK9843,CL9925,CL9938,CL9935,CL9937,CK9842,CM5990
CL7377,CL7379,CK9456,CK9458,CL7378,CK9455,CL7545,CL7547,CL7546,CL7543,CM4842
CL9919,CL9921,CL9920,CL9922,CM5975,CM5974,CL9915,CL9913,CL9914,CL9947,CL0235
G27860,G26782,EE3656,EE3649,G26806,BD7597,BD7810,BD7809,B37919,F97209,F97208
CJ3412,CJ3410,CL7477,CL7474,CL7626,CL7625,CL7624,CL7417,CL7321,CL7322,CM4691
CL7633,CL4158,CL7643,CL7631,CL7630,CL7642,CL7632,CL7629,CL7641,CL7640,CK9557
CL7273,CL7275,CL7276,CL7616,CL7614,CL7615,CL7617,CL7576,CL7577,CL7573,CL7264
CL7633,CL4158,CL7643,CL7631,CL7630,CL7642,CL7632,CL7629,CL7641,CL7640,CK9557
EE9847,EE9848,EE9844,EE9843,EE9845,EE9856,EE9854,EE9946,EE9941,EE9940,EE9938
CL7616,CL7614,CL7615,CL7617,CL7276,CL7273,CL7275,CL7576,CL7577,CL7573,CL7264
BB9775,B43732,CL7366,CL7369,CK9572,CJ8041,CK9571,CK9569,CK9418,CK9420,DB0646
CL7534,CL7533,CL7536,CM4929,CM4930,CL7537,CL7389,CL7385,CL7387,CM4632,CL7576
B37343,B37959,B37955,B37919,DA8839,B37983,F97209,F97208,EE4938,EE4937,EE4935
G28225,EE8498,DA8839,EF2437,EF2438,EE8489,EE9027,EE5177,EE5182,EE5175,EE5179
DB3539,DA8693,BD7878,CG6188,CG6177,CG6187,DB3541,B37364,DB2707,B37469,EE7026
G26777,G28939,EE3655,EE3649,G26806,G26778,G28940,G27860,B37919,EE3625,G26782
CJ0082,CJ0080,CJ0081,CJ0079,CL7467,CL7468,CL7469,CK9661,CL7465,CJ7959,CJ7956
EE8333,EE8331,F34944,CL7425,CK9447,CL7428,CL7427,CK9445,CL7426,CL7276,CL7273
CQ1176,CQ1175,CQ1179,B27786,DB3114,B27788,CQ1108,CQ1114,BD7929,BD7932,BD7816
EE8128,DA9306,BC0020,F34865,F34864,B43651,DA9305,B43642,B44728,DB0444,CL7428
F36163,EE7917,F36159,F36166,F36173,F36162,F36171,EE8603,EE8604,F35445,EG3102
CL7411,CL7415,CL7413,CL7417,EG3493,EG3489,CL7428,CL7276,CL7273,CL7275,CL7437
CL7445,CL7443,CL7444,CL7446,CK9604,CK9602,CK9603,CK9605,CJ8013,CJ8016,CJ8012
EE7885,EE7879,EF0128,EE7881,EE7880,F36393,F36392,EE7888,F36991,F36501,F36985
EE9676,EE9675,EE9663,EE9664,EE9665,EE9833,EE9835,EE9840,EE9671,F36393,B79771
EE7600,B43742,EE7599,B43745,EG4303,B43743,DB1347,F34375,F34376,F35130,DA9853
EF0128,EE7885,EE7879,EE7881,EE7880,F36393,F36392,EE7888,F36991,F36501,F36985
EG3489,EG3493,CL7415,CL7413,CL7411,CL7417,CL7276,CL7273,CL7275,CL7437,CL7438
CM4733,CM4736,CM4734,CL7264,CL7263,CL7265,CL7515,CL7517,CL7516,CL7513,CL7616
CM0024,CM0025,CM0023,CM5942,CJ9009,CM0031,CM0030,CM0032,CM0033,CJ8985,CJ0212
CM4734,CM4733,CM4736,CL7264,CL7263,CL7265,CL7515,CL7517,CL7516,CL7513,CL7616
CM4733,CM4736,CM4734,CL7264,CL7263,CL7265,CL7515,CL7517,CL7516,CL7513,CL7616
CM4865,CM4868,CL7551,CL7552,CL7548,CL7550,CL7400,CM4617,CM4618,CM4619,CL7397
CM4909,CM4908,CM4904,CM4693,CM4694,CL7306,CL7307,CL7303,CM4900,CM4899,CM4901
CM4664,CM4665,CM4666,CL7541,CL7538,CL7542,CM4647,CM4646,CL7540,B44861,DB1464
CM4798,CM4799,CM4795,CM4937,CM4935,CM4938,CM4936,CK9483,CK9481,CL7285,CJ8110
CM4972,CM4973,CM4718,CL7604,CL7607,CL7605,CM4774,CL7606,CM4773,CL7470,CL7471
EG8062,EG8063,FW9618,EE7068,EE5933,EE5934,EE4966,EF8729,EF8730,FV4329,FV4331
CM4798,CM4799,CM4795,CM4937,CM4935,CM4938,CM4936,CK9483,CK9481,CL7285,CJ8110
CM4664,CM4665,CM4666,CL7541,CL7538,CL7542,CM4647,CM4646,CL7540,B44861,DB1464
CM4909,CM4908,CM4904,CM4693,CM4694,CL7306,CL7307,CL7303,CM4900,CM4899,CM4901
CM4664,CM4665,CM4666,CL7541,CL7538,CL7542,CM4647,CM4646,CL7540,B44861,DB1464
CM4972,CM4973,CM4718,CL7604,CL7607,CL7605,CM4774,CL7606,CM4773,CL7470,CL7471
CM4632,CM4658,CM4659,CL7537,CM4842,CL7576,CL7577,CL7453,CL7456,CL7573,CL7455
CM4647,CM4646,CL7541,CL7538,CL7542,CL7540,CM4664,CM4665,CM4666,B44861,DB1464
CM4865,CM4868,CL7551,CL7552,CL7548,CL7550,CL7400,CM4617,CM4618,CM4619,CL7397
CM4647,CM4646,CL7541,CL7538,CL7542,CL7540,CM4664,CM4665,CM4666,B44861,DB1464
CM4718,CM4972,CM4973,CL7604,CL7607,CL7605,CM4774,CL7606,CM4773,CL7470,CL7471
CM4693,CM4694,CL7306,CL7307,CL7303,CM4909,CM4908,CM4904,CM4900,CM4899,CM4901
CM4909,CM4908,CM4904,CM4693,CM4694,CL7306,CL7307,CL7303,CM4900,CM4899,CM4901
CM4774,CM4773,CL7604,CL7607,CL7605,CL7606,CL7470,CL7471,CL7472,CL7473,CM4762
CM4617,CM4618,CM4619,CL7397,CK9430,CL7398,CK9431,CK9432,CL7399,CL7400,CL7401
CM4935,CM4938,CM4936,CM4937,CK9483,CK9481,CL7482,CL7483,CL7484,CL7285,CJ8110
CM4755,CM4756,CM4759,CM4705,CM4708,CL7602,CL7599,CL7598,CL7601,CL7495,CK9500
EF1224,EF1229,G28832,EF1240,D97319,EF1163,EF1162,D97306,D96523,D96524,G28583
D96450,DB3349,CG6237,DB3364,D96523,D96524,CG5580,EE8603,EE8604,F35445,F35567
CM4618,CM4619,CM4617,CL7397,CK9430,CL7398,CK9431,CK9432,CL7399,CL7400,CL7401
AQ0886,B37759,CG6164,CQ2039,B37983,B37959,B37955,B37534,AQ1210,B37530,B37528
B28068,CQ1968,DB2117,DB2119,EG6920,CQ1971,CQ2330,BD7480,BD7479,CQ1091,CQ1092
CQ2618,B37942,B41939,EG9825,EE7068,EE5933,EE5934,CQ2105,CQ2106,FU8941,F97209
CM4693,CM4694,CL7306,CL7307,CL7303,CM4909,CM4908,CM4904,CM4900,CM4899,CM4901
FV4049,FV4057,FV6447,FV6448,CQ1968,FV4044,EF4375,EF4372,EF4373,FW2154,EH0188
G27727,G27720,G27721,CG6537,B41671,G27707,G27706,B41677,EH0173,G27719,EE5566
BD7791,CQ2030,CQ2029,CQ2028,AQ1136,B37657,CQ2031,B96511,B28123,CQ2032,AQ1210
AQ1220,B37990,EE5875,EE5846,EE5847,EE5876,B41529,EE8969,EE8970,B37973,B37974
FV4329,FV4331,FV4330,FV4287,FV4291,FW9618,EE7068,EE5933,EE5934,EG8062,EG8063
FV4057,FV4049,FV4325,FV4319,B28166,EE4679,B28164,B28163,B37068,FV6447,FV6448
FV4044,FV4284,FV4298,FV4300,EE5819,EE8836,AQ1027,AQ1111,EE5803,FV4083,EE7708
FV4325,FV4319,EE4682,EE7155,EE6743,FW9617,B28166,EE4679,B28164,B28163,B37068
FV4329,FV4331,FV4330,FV4287,FV4291,FW9618,EE7068,EE5933,EE5934,EG8062,EG8063
FV4359,FV4350,FV4349,CQ1968,CG6021,CG6037,CG6025,CG6040,F97209,F97208,DB2117
FV4325,FV4319,EE4682,EE7155,EE6743,FW9617,B28166,EE4679,B28164,B28163,B37068
FV3700,FV3675,FV3699,FV3671,FV3667,EE6325,EE7763,EE7762,EG6864,EF5925,EG9053
FV4318,FV4317,DB2689,EG5475,B28128,B28129,EF4983,EH3522,EF4920,EF1963,EE5104
F34311,CG6130,EE4553,CG6142,CG6131,AQ0863,B37736,B37725,EE4443,B37727,B37719
CG4051,B75583,CG4050,B75587,B75586,B75579,B75580,B75581,CG4045,CG4048,CG4044
FV4329,FV4331,FV4330,FV4287,FV4291,FW9618,EE7068,EE5933,EE5934,EG8062,EG8063
FV4318,FV4317,DB2689,EG5475,B28128,B28129,EF4983,EH3522,EF4920,EF1963,EE5104
DB0444,B44728,EE8128,DA9306,F34865,F34864,B43651,DA9305,B43642,B43753,BC0020
F36255,F36256,F36242,EE8202,EE8200,EE8212,EE9540,F36308,F36650,F36645,EE8221
B96474,CL7408,CL7410,CK9723,CL7429,CL7430,CK9720,B43753,BC0033,B43884,F35036
AQ1210,B37530,B37528,B37534,AQ1136,B37657,B96511,B28123,BD7791,CQ2039,B37090
AQ1210,B37530,B37528,B37534,AQ1136,B37657,B96511,B28123,BD7791,CQ2039,B37090
FV4359,FV4350,FV4349,CQ1968,CG6021,CG6037,CG6025,CG6040,F97209,F97208,DB2117
B44830,B44832,F35036,F34340,F34341,B96561,EE8088,B96563,EE8373,EE8374,BC0033
B37942,B41939,B42000,CG6048,CQ2105,CQ2106,EE4678,CG6199,CQ1971,FW9618,EE7104
B96551,B96554,B44849,B44846,F35050,CL7321,CL7322,CM4691,CM4690,CM4692,CK9714
BC0033,B43884,CG5801,EE8076,F35036,F34485,CL7417,CL7429,CL7430,CK9720,CL7401
CG4051,B75583,CG4050,B75587,B75586,B75579,B75580,B75581,CG4045,CG4048,CG4044
F36513,F36512,CK9714,B44889,F34668,F34882,EE8088,CI9699,CL7429,CL7430,F36159
F34340,F34341,B96561,B96563,B96558,B44832,F36991,F36501,AW4212,AW4209,F35769
D96552,D96444,D96553,D96551,DB3329,EF2392,BD7791,CQ2630,EF2378,BY9250,D96760
D98205,D98204,EE4697,EE6822,EE4698,AQ0919,EG6920,EF0078,EE9973,EE9969,EE9970
G26782,G27860,EE3656,EE3649,G26806,EF0322,EE4923,EF0321,EE4922,EF4393,EF4398
EE4949,EE4950,EE4958,B37973,B37974,CG6021,CG6037,CG6025,CG6040,BD7597,BD7810
EE5018,CQ1971,EG0578,EF5642,EG0576,B28041,B37983,EE5668,B28128,B28129,F97209
EE5907,EE5906,EE5855,EE6255,EE6254,EE5917,EE5915,EE5883,EH1294,EE3649,G26806
BY9250,FV4070,EH0175,EF6877,B24105,S75104,BY2976,EE8836,AQ1027,AQ1111,AQ1087
BB2042,BB2278,B24105,BB2344,CQ1971,CQ1968,G27341,CG6193,DB3259,BD7475,DB3258
EF0322,EE4923,EF0321,EE4922,EF4393,EF4398,G27461,G27464,G27463,EE4925,EE4919
BB2278,BA7376,BB2344,BB2042,S32279,CQ1091,CQ1092,B24105,B37942,B41939,EF4374
EE4925,EE4919,EE4926,EE4918,EE4928,EE4924,EE4954,EE4948,EE4947,EE4953,EE4951
EE4925,EE4919,EE4926,EE4918,EE4928,EE4924,EE4954,EE4948,EE4947,EE4953,EE4951
EE4925,EE4919,EE4926,EE4918,EE4928,EE4924,EE4954,EE4948,EE4947,EE4953,EE4951
EE8219,EE8220,EE8218,EE8134,EE8136,EE8138,EE8137,EG3148,B44732,DB0594,B44736
EE5150,EE5153,EE6991,EE4771,EE4808,EE7745,EE7744,EE5521,B37538,EF6508,EF6507
B22706,B22705,DB3109,DB3241,DB3105,EG2738,EG8544,EE7290,B22713,EE6080,B27797
CQ2740,BB6744,BB6708,BB6709,CQ2358,B37942,B41939,B41663,CQ1971,CQ3012,F97209
CQ2105,CQ2106,B37942,B41939,EE7068,EE5933,EE5934,CG6048,EE5566,EE5565,EE5567
CQ2105,CQ2106,B37942,B41939,EE7068,EE5933,EE5934,CG6048,EE5566,EE5565,EE5567
EF3534,EF3535,EF9315,EF9317,EF3539,EF3533,EF3531,EE4561,EE4567,EE4563,EE4566
CQ3012,BZ0631,CQ1971,B37538,CQ2460,B37983,CG6164,B37942,B41939,B37919,CQ2740
DB3277,DA8929,DB3276,CG6048,CQ2105,CQ2106,BZ0085,BZ0087,B37827,BZ0086,BZ0084
CQ2032,BD7791,CQ2030,CQ2029,CQ2028,CQ2031,CQ2039,B96511,B28123,AH2430,AQ1210
BB6708,BB6709,CQ2358,BB6744,CQ2740,EE5534,EE5535,EE5540,B41663,B37945,EF6508
CM4937,CM4935,CM4938,CM4936,CK9483,CK9481,CM4798,CM4799,CM4795,CL7482,CL7483
CM4755,CM4756,CM4759,CM4705,CM4708,CL7602,CL7599,CL7598,CL7601,CL7495,CK9500
CM4618,CM4619,CM4617,CL7397,CK9430,CL7398,CK9431,CK9432,CL7399,CL7400,CL7401
CG6048,B37942,B41939,DB3277,CQ2105,CQ2106,DA8929,DB3276,B42000,EF6050,EF6049
CG5673,DB3530,DB3588,EE5834,CG5675,EE5761,EE5837,EE8972,EE8973,EE8969,EE8970
EE9726,EE9722,EE9727,EE9721,EE9717,EF0580,EF0581,EE9745,BB9890,CL7276,EH0021
EF1421,EF1424,EF1426,D97451,D97441,D97429,AQ0407,G28058,G28059,EF1413,F34094
EF0786,EF0789,EF0787,EF0785,EF0788,EE4277,EF0778,EF0780,EE4264,EF1426,EF1421
EE9722,EE9727,EE9721,EE9717,EE9726,EF0580,EF0581,EE9745,B44619,EE8325,CL7276
EF1421,EF1424,EF1426,D97451,D97441,D97429,AQ0407,G28058,G28059,EF1413,F34094
G27273,G27274,G27276,F36922,G27270,G27272,B96360,BC1040,BC1041,BC1037,G28202
EF0812,EF0811,EF0810,EF0815,EF0822,EF0820,EF1426,EF1421,EF1424,D97429,D97451
G28062,F34099,F34098,AQ0407,AC8133,D97080,D97436,CQ3176,AQ0334,F34060,D97429
EF0786,EF0789,EF0787,EF0785,EF0788,EE4277,EF0778,EF0780,EE4264,EF1426,EF1421
EF0786,EF0789,EF0787,EF0785,EF0788,EE4277,EF0778,EF0780,EE4264,EF1426,EF1421
G26994,EF1581,G27403,G26939,F33908,G27402,G26942,G27479,G27364,G27244,G27367
G28062,F34099,F34098,AQ0407,AC8133,D97080,D97436,CQ3176,AQ0334,F34060,D97429
EF1581,G27403,G26939,F33908,G27402,G26942,G26947,G26944,G27401,EF0708,G26994
G28058,G28059,EF1413,EG2363,EE4324,F34094,G28060,EE4316,EF1426,EF1421,EF1424
EF1581,G27403,G26939,F33908,G27402,G26942,G26947,G26944,G27401,EF0708,G26994
EF1581,G27403,G26939,F33908,G27402,G26942,G26947,G26944,G27401,EF0708,G26994
G28202,G28450,G28449,G28208,G28209,BB7566,AC7104,AQ0407,EF1426,EF1421,EF1424
EF1164,EF1426,EF1421,EF1424,B37697,AQ0106,F36159,F36166,F36173,F36162,F36171
EF8904,EF8903,EF8907,AQ0106,EG7893,G28999,FW0536,EF1357,EE4277,EG0978,EG0979
G28202,G28450,G28449,G28208,G28209,BB7566,AC7104,AQ0407,EF1426,EF1421,EF1424
CM4755,CM4756,CM4759,CM4705,CM4708,CL7602,CL7599,CL7598,CL7601,CL7495,CK9500
EF8904,EF8903,EF8907,AQ0106,EG7893,G28999,FW0536,EF1357,EE4277,EG0978,EG0979
EE8603,EE8604,F35445,EG3102,F35560,F35444,EG3106,EG3115,EE8522,F35567,F37079
B75807,B75806,BD7528,B44697,CG6460,CG6108,BD7480,BD7479,BD7577,EF6551,EF6552
CJ0079,CJ0082,CJ0080,CJ0081,CL7467,CL7468,CL7469,CK9661,CL7465,CJ7959,CJ7956
CM0087,CM0086,CM0084,CM6085,CM6084,CM0093,CM0092,CM0091,F35028,EG2035,F35030
EE5358,CG7123,EE5597,G27707,B41671,G27706,EE5566,EE5565,EE5567,CG6537,G27727
B96556,F34820,B96555,EE9798,EE9797,CL7415,CL7413,CL7411,EG3493,EG3489,CL7276
CM0035,CM0037,CK9795,CK9797,CM5932,CM5933,CL9942,CL9940,CL9928,CL9927,CL9930
EE4572,EE4574,EE4576,EE4577,EE6821,BY9260,B37959,B37955,EE4443,AQ0886,B37759
CL7311,CL7309,CL7310,CL7308,CL7312,CL7610,CL7609,CL7611,CL7328,CL7330,CL7329
CL7610,CL7609,CL7611,CL7311,CL7309,CL7310,CL7308,CL7312,CL7328,CL7330,CL7329
B37616,EE7242,EE7243,EE5317,EH0188,EE7245,DB2609,DB3565,EE5592,EE6668,EE5318
FV3032,FV3031,FV3029,FW8153,FV3631,FV3374,FW8423,FW2848,B41719,FW2847,FW2818
BD7597,BD7810,BD7809,CG6021,CG6037,CG6025,CG6040,G27464,G27463,EE4949,EE4950
BZ0085,BZ0087,B37827,BZ0086,BZ0084,DA8929,DB3276,EE5668,EF6050,DB0958,DB0959
EE5086,EE5083,EE5108,D96635,BD8024,BD8007,EE5177,EE5182,EE5175,EE5179,EE5181
CL7560,CL7559,CL7561,F36664,F36675,CL7474,CM4755,CM4756,CM4759,F36418,F36417
F97209,F97208,B37919,EE5317,G27464,G27463,EE5318,EE3656,EE5304,EE5303,G27461
EE5404,BD7840,DB2736,CG6465,EE5398,EE5399,EE5403,EE6331,EE6329,EE6327,EE5803
CL9998,CL9997,CM5922,CM5923,CM5924,CL9990,CM0002,CJ0194,CK1088,CJ0180,CJ0177
EE8373,EE8374,F35036,B44809,B44806,CL7488,CL7487,CL7486,CK9485,CL7489,CL7404
F36418,F36457,F36417,EG4370,EG4372,F36476,EE8115,EE8114,F36475,F34579,F34578
CL9919,CL9921,CL9920,CL9922,CM5975,CM5974,CL9915,CL9913,CL9914,CL9947,CL0235
F35499,F35498,F35383,EF8211,F35377,F35379,F35378,EF8368,DB2463,EF1698,F35494
EE5640,EE5641,EE6317,EE6318,B37919,EE8969,EE8970,DA8839,G27464,G27463,EE5304
F37008,F34983,EE8375,EE8373,EE8374,CM4647,CM4646,CL7633,CL4158,CL7643,CL7631
F36985,F36467,F36412,F37047,EE8133,F36991,F36501,F36393,F36392,EE7888,EE7885
B79771,B79773,B79774,F34608,CG6732,DA9868,B96223,B96218,F34579,F34578,DA9854
CL7467,CL7468,CL7469,CK9661,CL7465,CJ7959,CJ7956,CK9660,CJ0082,CJ0080,CJ0081
B44882,DB1758,CQ1711,EE8181,B44880,F34876,DB1763,S80662,CK9436,CK9434,CK9437
CJ7994,CJ7995,CJ7992,CJ0082,CJ0080,CJ0081,CJ0079,CJ8077,CJ8074,CJ8075,CK9528
F36985,F36467,F36412,F37047,EE8133,F36991,F36501,F36393,F36392,EE7888,EE7885
B75579,B75580,B75581,CG4045,CG4048,CG4044,B43829,B75586,CG4051,B75583,CG4050
F34437,F36471,F99253,F36424,F34579,F34578,DA9854,DA9853,F36993,EE7686,F36629
CG6104,CG6205,BD7685,B28156,AQ1134,EE7046,EE7045,EE4678,B28166,B28164,B28163
EG8695,EG8688,EG8685,EG8690,F36650,F36645,EE9798,EE9797,F34820,B96555,B96556
B37942,B41939,B42000,CG6048,CQ2105,CQ2106,EE4678,CG6199,CQ1971,FW9618,EE7104
CG6199,EE7104,EE5292,G27341,DB3259,BD7475,CG6193,DB3258,EF4935,FV3395,EG7753
B37720,B37719,B37681,EE4552,B37736,B37727,AQ0863,B37725,EE4443,CG6142,CG6131
AQ1087,B37361,AQ1027,AQ1111,EF2099,FV4070,EE8836,EE5819,EF6877,EF4258,EF4690
AQ0886,B37759,CG6164,CQ2039,B37983,B37959,B37955,B37534,AQ1210,B37530,B37528
AQ1027,AQ1111,AQ1087,B37361,EE8836,FV4070,EE5819,EF4258,EF4690,EF4689,FV4044
AQ1220,B37990,EE5875,EE5846,EE5847,EE5876,B41529,EE8969,EE8970,B37973,B37974
B37651,EE5177,EE5182,EE5175,EE5179,EE5181,BD8024,BD8007,EE5170,EE5171,CQ1968
B28166,B28164,B28163,B37068,EE4679,BD7685,CG6104,CG6205,EE7155,EE6743,EE7046
B28166,B28164,B28163,B37068,EE4679,BD7685,CG6104,CG6205,EE7155,EE6743,EE7046
B37983,B37959,B37955,B37919,B96511,B28123,B37973,B37974,CQ1968,EE4945,EE4946
DB2689,FV4318,FV4317,EG5475,B28128,B28129,EF4983,EH3522,EF4920,EF1963,EE5104
BD8041,CG6056,CG6477,BD7929,BD7932,BD7816,BD7819,DB0961,BD7597,BD7810,BD7809
CG6460,CG6108,BD7528,BD7577,B44697,B96323,CG6113,CG6112,B75680,B75807,B75806
CG6460,CG6108,BD7528,BD7577,B44697,B96323,CG6113,CG6112,B75680,B75807,B75806
BD8024,BD8007,EE5086,EE5083,D96635,EE5108,EE5177,EE5182,EE5175,EE5179,EE5181
D96552,D96444,D96553,D96551,DB3329,EF2392,BD7791,CQ2630,EF2378,BY9250,D96760
BD8024,BD8007,EE5086,EE5083,D96635,EE5108,EE5177,EE5182,EE5175,EE5179,EE5181
CG6065,CG6066,F34327,EE5534,EE5535,EE5540,B41663,B37942,B41939,BD7480,BD7479
G27719,G27727,G27720,G27721,CG7123,B41671,EE5358,EE5597,CG6537,G27707,G27706
CG6188,CG6177,CG6187,DB3541,DB3539,DA8693,BD7878,CG6270,BD8017,BD7791,EE5177
G27648,G27645,G27996,G27649,G28116,EE4470,G27637,G27636,G27639,EE7163,EE4471
EE8279,G54050,EE8612,G27341,DB3259,BD7475,CG6199,CQ1968,CG6193,DB3258,EF4935
EE8247,EE8245,EE8257,F36516,F36517,EE8088,F35762,F34568,F34571,EF1065,F34604
EE8612,EE8279,G54050,CQ1968,EF8858,FV4359,FV4350,FV4349,EE7068,EE5933,EE5934
CQ1068,EE7292,EE6121,DB3114,CQ1061,EE6108,EE6122,CQ1092,BY4027,CQ1091,CQ2330
B37635,AQ1138,CQ2035,CQ2034,F97209,F97208,FV4359,FV4350,FV4349,CQ2896,EF4458
DB3065,EE6130,DB3244,EE7292,EE6121,CQ1092,EE6108,EE7068,EE5933,EE5934,EE6122
CQ1092,CQ1091,D69234,EE6108,CQ1068,EE6122,DB3112,EE7292,EE6121,BB2042,BB2278
DB3083,DB3078,B22747,DB3112,B22762,EE6074,DB3114,DB3244,EE6108,CQ1092,EE6080
CG6228,F33805,BD7575,CG6222,DB2680,D96760,B96511,B28123,B96508,B37983,B37538
DB3083,DB3078,B22747,DB3112,B22762,EE6074,DB3114,DB3244,EE6108,CQ1092,EE6080
DB2707,B37538,CG6188,CG6177,CG6187,DB3541,DB3539,DA8693,BD7878,CG6021,CG6037
D96552,D96444,D96553,D96551,DB3329,EF2392,BD7791,CQ2630,EF2378,BY9250,D96760
EF0580,EF0581,EE9745,EE9726,EE9722,EE9727,EE9721,EE9717,EE7899,B44619,EE8325
EF0580,EF0581,EE9745,EE9726,EE9722,EE9727,EE9721,EE9717,EE7899,B44619,EE8325
G25848,G25878,AC7556,G25877,G28329,EE9574,EG1069,F36389,G28336,G28331,EF2212
EF0580,EF0581,EE9745,EE9726,EE9722,EE9727,EE9721,EE9717,EE7899,B44619,EE8325
EE7899,F34751,F34739,F36629,DB0156,F34469,EE7801,AW4212,AW4209,F35769,DB0126
G28386,EG1866,EG1865,EH0033,B44870,G27728,EG1851,B42122,EE6816,EE7346,G28713
